ID,Prediction
7695__electric_13__field_14,1.0
3269__reached_14__answer_11,1.5
312__R'n'B_22__temple_20,2.0
14668__green_95__pale_94,0.5
7871__hair_4__glittering_16,0.0
6034__programmes_14__lost_18,0.0
273__evening_32__obliged_11,0.0
5951__winds_14__stripped_8,2.0
12562__lines_7__shared_5,1.0
7939__aspects_34__persisting_33,0.5
7632__integration_3__simple_2,0.5
353__started_50__coat-hanger_53,2.0
6003__cigarette_53__fresh_52,0.5
3325__little_6__scars_8,0.0
2177__exhausted_7__feeling_6,0.5
7779__youth_50__feels_48,1.0
338__children_26__gimlet_24,0.0
7698__magnetic_3__force_4,1.0
7941__containing_7__killed_21,0.0
2274__becoming_3__bitter_7,1.0
3321__lozenge-shaped_8__scars_10,0.0
7734__worth_4__called_14,0.0
264__intends_3__reinforce_5,0.5
6043__nature_3__complied_7,1.5
259__dangers_17__demonstrated_15,0.5
7660__leads_24__formulae_27,0.5
6003__eternity_27__pass_26,1.5
7724__materials_7__fields_13,0.0
321__stains_2__survived_7,1.0
359__couple_2__maintain_4,0.0
5910__speak_17__hung_19,0.0
3413__idea_13__balance_2,0.0
7908__question_7__comes_9,1.0
7619__choosing_10__[formula]_8,0.0
270__Pint-sized_4__rollers_9,1.5
10422__live_11__stroke_15,0.0
6106__sick_15__feel_14,0.5
3390__trilobites_17__habits_14,0.5
7760__look_6__setting_12,0.0
6126__set_27__film_33,0.0
5961__eyes_6__allowed_4,1.0
6000__walked_2__dying_9,0.0
321__change_10__survived_7,0.5
7644__usual_19__convention_21,0.0
7888__unmoved_3__rich_9,0.0
3347__leaves_7__circlets_3,0.5
2818__unsightly_5__introduced_10,0.0
213__review_4__considers_6,1.0
10337__quotes_8__lot_6,0.5
3423__activity_51__continuous_50,0.5
61__Conservatives_20__upset_18,0.0
424__village_2__fantastic_5,0.0
12525__division_2__shared_4,0.5
5955__clouds_3__tumbled_4,3.0
7624__scalar_10__function_11,0.5
1820__occasion_16__call_7,0.0
278__ripe_28__circuit_24,2.5
2205__violin_7__accompany_3,0.5
1826__publishing_12__held_2,0.0
5873__reminded_21__subject_17,0.0
7869__kissed_2__reflecting_6,0.0
272__policy_40__complete_42,0.0
6036__dreams_21__banish_19,2.5
7632__simple_2__integration_3,0.0
6120__memories_7__escaped_4,1.5
7833__clothes_33__parody_30,2.0
3260__mammals_13__co-operate_19,0.0
7647__equation_12__potential_16,0.0
7956__looming_13__-field_15,1.5
7644__sense_3__current_14,0.0
373__cave_19__sitting_13,0.0
5969__train_12__catch_10,2.0
7764__recorded_9__electric_19,0.0
33__vote_33__bring_30,0.5
7665__magnetostatics_6__assumed_12,0.5
7906__impotent_14__feel_13,0.5
3269__dredges_18__reached_14,0.0
1133__churches_8__commemorate_10,0.5
43__employers_10__lead_9,0.0
7758__refused_25__fit_27,0.5
4__head_3__mounted_14,0.0
2407__set_6__motion_8,1.0
2504__executives_21__top_20,0.5
2400__break_10__power_6,0.0
7652__counterpart_15__scalar_14,0.5
7675__component_19__field_23,0.0
1137__building_18__seen_22,2.0
6034__disc_24__limbo_23,2.5
10283__love_8__past_5,0.0
7__launched_5__faced_11,0.0
3345__Fossil_2__horsetail_3,0.0
1142__sloping_14__gently_13,1.0
7644__defined_9__sense_3,2.0
2360__functions_21__planning_20,0.5
10751__hell_5__lot_8,1.0
39__relative_16__position_17,1.0
219__headed_18__set_12,0.0
5895__worse_9__bite_12,0.0
7675__field_23__[formula]_24,0.5
3398__world_13__seen_15,1.0
7640__derived_6__law_5,0.0
7643__equation_25__reduces_26,0.5
7684__owing_7__forces_11,0.5
393__network_3__expands_4,1.0
1131__round_32__led_29,0.0
5895__bark_3__bite_12,0.0
3240__Period_23__founded_11,0.0
3413__terrestrial_20__swinging_8,0.0
278__pub_23__circuit_24,1.0
336__accused_5__breaks_37,0.0
6131__finger_23__pad_20,1.0
7643__current_21__reduces_26,0.0
3394__feed_14__swimmers_2,0.0
1826__chair_4__held_2,1.0
7697__Ip_24__refer_31,0.0
6003__cigarette_53__reached_95,0.0
7670__concept_6__carried_18,0.5
319__incarnations_18__gone_15,0.0
7758__life_19__pattern_5,0.0
1430__damaged_6__surface_9,0.0
3316__Ordovician_11__spread_4,0.0
2816__producing_13__regular_15,0.0
334__rhymes_30__characters_24,0.0
7843__lipstick_6__gone_8,1.0
7621__divergence_11__assign_5,0.0
7889__preferred_5__obscured_11,0.0
3242__dinosaurs_5__changed_8,0.0
3419__erect_16__posture_2,0.5
6126__set_27__stepping_24,0.0
2479__package_12__separation_11,1.0
6131__pad_20__drove_16,0.5
3287__bulged_31__line_35,0.0
2287__world-wide_13__operations_15,0.0
268__conference_6__urging_4,1.0
21__corporations_22__hefty_20,1.5
7710__makes_29__field_27,0.5
7741__definition_4__arrived_14,0.5
1130__orange_14__deep_13,2.0
7644__path_7__integration_6,1.0
3270__answers_4__obtained_7,0.5
3428__supporters_3__tend_4,0.0
7688__velocity_9__travel_5,0.0
3365__seeds_24__help_22,0.5
54__court_15__deserves_31,0.0
7654__vector_11__components_8,0.0
301__plays_29__circuit_28,1.0
3429__dinosaur_10__close_9,0.0
2811__result_26__chief_25,0.5
212__irritants_17__act_15,2.0
7624__function_11__gradient_7,0.5
2307__colour_6__mass_4,2.0
2225__stand_26__prepared_24,0.0
6056__waiting_22__low_19,0.0
7693__particles_27__positive_26,1.0
2811__refuse_41__mountains_36,0.0
7675__yielding_15__component_19,0.5
7673__cylindrical_9__beam_11,0.0
6041__born_27__taste_29,0.5
15669__hole_2__head_5,1.0
3239__reanimating_20__build_25,0.0
1144__garden_35__unruly_31,2.0
233__imagine_10__conflicts_11,0.5
396__walks_20__holding_3,0.0
3049__particularly_4__vicious_5,0.5
10688__told_8__shock_6,0.0
7643__theorem_5__using_2,0.0
7664__idea_18__significance_22,0.0
7710__weaker_33__leading_37,0.0
3256__feature_15__attempts_3,0.0
6076__subdued_3__air_4,2.0
6134__light_3__bathed_4,2.0
373__cave_19__round_14,0.0
7896__gallery-goers_9__penumbra_7,3.0
254__PR_8__build_10,0.5
7606__particles_22__charged_21,0.0
353__hang_55__pictures_56,0.0
7734__discussing_5__worth_4,0.5
7637__coordinates_13__sort_10,1.0
5982__themselves_15__safe_17,0.0
7641__determining_7__field_10,0.0
3255__probable_10__habits_12,0.0
1436__cut_34__deep_35,1.0
7839__-young_6__parody_5,3.0
3252__latitudes_21__inhabitants_15,0.5
3396__Puzzles_1__remain_2,0.0
7834__greens_18__muted_14,0.0
10605__time_5__gone_3,0.5
6085__concocted_25__tale_27,1.0
268__commit_21__supported_12,0.0
7890__sensuality_45__combined_46,0.5
3055__blush_10__trace_4,0.5
21__corporations_22__breaking_16,1.0
414__available_12__bit_16,0.0
238__review_20__recommended_17,0.5
7676__field_3__obtained_6,1.0
384__concept_16__describes_14,0.0
7614__automatically_16__satisfy_17,1.0
3407__becoming_15__avoid_14,0.0
1436__conscience_39__cut_34,2.0
6126__scenario_29__stepping_24,0.0
7687__magnetic_11__forces_12,1.0
246__executive_22__decided_23,0.0
5941__dug_15__held_5,0.0
7618__obtain_26__form_29,0.5
7933__fall_11__avalanche_13,0.0
7661__serve_12__formulae_9,1.5
7911__earth_18__rhythmic_17,3.0
7967__analogies_13__drew_12,1.0
8002__meanings_28__surface_27,1.0
5851__infinity_29__studded_28,3.0
7608__yielding_27__[formula]_28,0.5
3286__vision_9__field_7,1.0
1137__sets_9__tone_11,1.0
6125__meeting_21__song_3,0.0
3285__light_17__coming_18,1.0
3386__barrier_24__token_4,0.0
265__party_10__free_20,0.0
6040__novel_5__passage_2,0.0
7644__positive_13__sense_3,0.0
1121__hotel_2__lies_3,1.5
6020__begin_22__recover_24,1.0
7871__thick_7__shot_11,0.0
2322__arrived_5__headquarters_11,0.0
3372__finely_14__toothed_15,0.5
1819__address_14__delivered_11,0.5
296__expect_11__lead_8,0.5
59__absurd_16__see-sawing_17,1.5
7769__Metaphor_1__source_20,0.0
3404__Consider_1__structure_3,0.0
254__build_10__pull_13,0.5
1140__octagon_35__flooding_33,1.0
6065__holiday_18__spoilt_22,0.5
338__guaranteed_17__win_19,0.0
2811__huge_34__mountains_36,0.0
2816__crop_16__regular_15,0.0
7715__magnetic_20__force_21,1.0
255__ground_28__centre_27,0.5
7760__setting_12__form_15,0.0
7674__exists_35__beam_34,0.0
272__decent_45__comes_41,0.0
1833__funds_30__raise_28,1.0
59__prevent_14__see-sawing_17,0.0
3330__branching_22__veins_21,1.5
3274__probably_13__occupying_14,0.0
362__job_5__killing_4,2.0
3285__able_14__interpret_16,0.0
7738__theory_3__circuit_2,0.0
7962__black_29__responded_22,0.0
1446__corners_14__dirty_13,0.5
36__education_12__gap_6,1.0
15085__look_3__leg_2,0.5
1119__due_9__market_16,0.5
265__worrying_33__sell_26,0.0
7643__integral_14__density_18,0.0
32__significance_44__appears_47,1.0
3297__looking_27__relatives_35,0.0
7660__helped_2__derive_5,0.0
5920__inch_12__measured_9,0.0
15005__town_6__pop_4,1.0
251__Advocates_1__system_5,0.5
7892__read_19__male_29,1.0
7825__field_4__reminded_10,0.5
7684__electrons_14__beam_19,0.0
7812__quoted_6__enveloping_20,0.0
7664__fields_27__significance_22,0.0
3325__bark_2__covered_4,0.0
2354__eyes_5__evaded_2,1.5
7664__rest_5__Sections_8,0.0
3274__occupying_14__niches_17,0.5
56__labour_44__field_45,1.0
7673__section_4__beam_11,0.0
5954__mist_18__raft_15,3.0
5873__process_12__subject_17,0.0
7751__pine_28__vanes_24,3.0
7735__configuration_10__return_4,0.5
7728__current_14__determining_10,0.0
430__impact_5__wider_4,1.0
40__training_25__courses_26,0.0
7934__smile_26__considered_14,0.0
246__executive_22__oppose_26,0.0
376__moral_16__grounds_17,1.5
428__wages_5__emphasis_2,0.5
7958__stair_8__cool_6,1.0
61__question_5__upset_18,0.0
2390__link_7__direct_6,0.5
325__moral_4__minefields_5,3.0
5900__owners_9__hunting_6,0.5
3425__dinosaurs_5__armoured_2,0.5
7643__reduces_26__current_21,0.0
5903__sergeant_15__prepared_16,0.0
7696__directions_20__opposite_19,0.0
5944__rain_4__sheet_2,2.5
208__review_5__Scattered_1,1.0
7716__structure_5__tries_6,1.5
330__minds_19__meeting_14,1.5
7904__innocents_9__hunting_14,0.0
5864__revelations_12__jog_9,1.5
7912__preacher_34__recall_10,0.0
2811__cow_9__cake_10,1.0
216__equal_17__status_22,0.5
396__children_7__holding_3,0.0
7900__brow_25__frame_21,2.0
6060__living_6__palace_18,0.0
265__worrying_33__splits_35,0.0
5892__blast_25__tin_28,0.0
5873__process_12__underwent_8,0.0
7606__role_14__played_16,0.5
255__process_21__ground_28,0.0
7786__survivor_13__power_10,0.0
5960__overgrowth_8__tunnel_6,2.0
2816__mushrooms_18__regular_15,0.0
58__system_19__remove_22,0.5
7656__vector_8__potential_9,0.5
2353__time_8__taking_5,1.0
3422__looks_11__structure_7,1.0
7668__electron_5__beam_6,1.0
239__quangos_6__merge_7,0.0
2480__maximum_10__terms_11,0.5
265__party_10__leaving_17,0.5
415__funds_29__sector_33,0.0
7906__impotent_14__confronted_16,0.0
7676__current_42__beam_45,0.5
7666__configuration_13__appear_18,0.0
7964__light_19__negation_23,2.5
6003__vodka_68__laced_69,1.0
8__regards_2__charges_4,0.5
7673__consider_7__section_4,0.0
7933__branch_4__avalanche_13,0.0
3294__musculature_11__operated_13,0.5
7714__ions_13__hold_14,1.0
3325__cushions_11__scars_8,2.0
56__labour_44__handle_26,0.0
3255__life_11__habits_12,0.5
3399__attention_8__attracted_6,1.0
3061__success_12__unqualified_11,1.5
43__bid_12__lead_9,0.5
3247__spot_7__intruders_9,1.0
2415__assignment_10__brief_8,0.0
7697__particles_36__positive_35,0.5
10__earnings_9__regard_5,1.0
2397__supply_7__plan_5,0.0
7627__current_3__density_4,0.5
333__vision_10__-tinted_9,1.5
2504__organisation_9__top_6,1.0
7624__magnetic_21__field_22,0.5
3239__build_25__reanimating_20,0.0
3260__teeth_18__co-operate_19,1.5
7699__inwards_6__force_4,0.0
369__criteria_31__lay_26,1.5
2196__youth_17__-spent_16,1.5
7812__haystacks_17__veil_21,0.0
9__property_2__blunt_6,0.0
234__problematic_2__plan_7,0.0
3059__hangover_29__unfortunate_28,0.5
5938__community_5__broke_10,0.5
236__main_3__concerns_4,1.0
39__education_5__position_17,0.0
3413__giant_16__swinging_8,0.0
3267__functions_14__accord_10,0.5
217__keystone_9__knock_6,1.0
1807__spooks_22__team_19,0.5
54__industrial_28__system_30,0.0
296__expect_11__doodlings_15,0.0
66__answers_4__illustrated_6,0.5
7673__electron_10__beam_11,0.0
7657__variable_8__popular_7,1.0
265__free_20__leaving_17,1.0
58__law_2__reflect_5,1.0
7891__breasts_25__pears_23,2.5
7660__nice_26__formulae_27,1.5
7__bid_3__launched_5,1.0
7666__record_22__appear_18,0.0
250__ram_43__throats_47,1.0
431__commuting_5__replaced_11,1.0
7830__thinking_17__survivor_28,0.0
249__capture_19__allows_15,0.0
3251__rocks_5__character_2,1.5
2227__message_20__pass_18,1.0
7830__thinking_17__survivor_22,0.0
7830__thinking_17__habit_15,1.0
320__policy_3__leads_19,0.5
7731__field_35__lines_36,0.5
4__63-year-old_2__head_3,1.0
3426__rhinoceroses_21__furious_19,2.0
1431__freedom_39__fight_36,0.5
2806__established_19__regulate_21,0.0
2287__reorganise_12__operations_15,1.0
62__-abode_7__fixed_6,1.5
3388__trilobite_27__constructed_29,1.5
7734__called_14__worth_4,0.0
243__commission_59__administered_53,0.0
7672__mentioning_10__study_5,0.0
7962__spiritually_25__responded_22,2.0
41__reforms_2__achieve_5,1.0
237__functions_4__split_11,0.5
7900__cheekbones_23__frame_21,2.0
413__telecottage_11__able_14,0.5
210__explicitly_5__escapes_6,1.0
2364__game_25__bloody_23,1.5
7953__chance_12__blows_10,1.5
7624__field_22__[formula]_24,0.0
7673__radius_13__beam_11,0.0
61__cease_8__haunt_10,1.0
381__left_6__untouched_12,0.5
328__adults_6__appeal_4,0.0
7635__changed_23__[formula]_25,0.0
7685__electron_14__beam_15,0.5
7697__Ip_24__substitute_18,0.0
2391__dynamite_11__playing_8,0.5
7665__concerned_4__Sections_1,1.0
311__ingredients_14__takeaway_17,0.0
7795__name_9__fumbled_8,2.0
254__ground_17__centre_16,1.0
239__replace_12__merge_7,0.0
5954__wilderness_24__lay_21,0.0
7669__talked_5__charges_10,0.0
7669__talked_5__charges_14,0.0
1825__slowing_13__provoke_24,0.0
3246__environment_14__furnished_16,0.5
7639__coordinates_7__curl_3,0.0
7681__net_3__force_4,0.0
2361__incredulity_8__faked_7,0.0
359__schools_9__spend_13,0.0
6004__tautening_26__swimming_20,0.0
7722__mathematical_25__form_26,0.5
1831__fame_7__field_10,0.0
15066__er_2__fine_4,0.0
7889__attention_22__directed_20,1.0
7665__Sections_1__concerned_4,1.0
278__circuit_24__ripe_28,2.5
7896__attract_5__penumbra_7,2.0
7960__Evening_4__sombre_7,0.0
296__-absorbed_13__doodlings_15,0.5
7892__male_29__read_19,0.0
7697__subscripts_27__refer_31,2.0
344__tree-_25__lined_26,1.0
5886__recesses_21__deep_20,0.5
322__institution_30__venerable_27,2.0
3240__coloured_14__vividly_13,0.0
72__worrying_25__contents_4,0.5
7734__current_21__conductor_24,0.0
7636__write_18__form_26,0.0
7769__sunflower_7__coiled_3,2.0
1141__village_8__finest_6,1.0
12442__add_1__add_3,0.0
434__development_31__centres_27,1.0
373__cave_19__fire_16,0.0
214__consequences_7__contemplate_4,0.0
3408__animal_25__allow_23,0.0
3287__rest_38__line_35,0.0
3288__trilobites_3__field_8,0.0
373__fire_16__cave_19,0.0
7920__flight_4__sense_16,1.0
278__ripe_28__handles_31,2.0
3431__related_21__closely_20,1.0
1151__grey_10__sweeps_11,0.0
3052__matrons_31__raises_25,0.0
244__reform_13__accept_11,1.0
36__significant_5__gap_6,2.0
7636__[formula]_27__form_26,0.5
7763__material_16__world_17,1.5
6034__whence_26__retrieved_31,0.0
15122__girl_24__bloody_23,1.5
7643__reduces_26__[formula]_28,0.5
3059__worship_7__devoted_3,0.0
220__newly_14__supreme_15,1.0
6055__anger_6__communicated_8,1.0
7665__interrelationship_18__studied_27,0.0
10387__associate_15__strokes_16,0.0
3308__preserved_20__allows_13,0.0
1815__minds_29__teach_31,1.5
359__maintain_4__links_6,0.5
2356__provide_10__picture_13,0.0
7740__resistivity_25__resistance_20,0.0
1142__lost_10__image_4,0.0
7636__field_32__strength_33,0.5
281__litigation_12__surrounding_13,1.5
1116__preserve_15__air_18,0.5
3287__backwards_26__able_8,0.0
1448__Square_52__break_44,0.0
212__departments_2__act_15,1.0
2201__fill_4__slipping_17,0.0
3417__winters_13__extended_12,1.0
7__week_7__launched_5,0.0
248__rally_7__Co-ordinating_5,0.0
10747__died_24__lot_17,0.5
3351__frond_3__carries_4,1.0
7619__choosing_20__[formula]_24,0.0
7674__electronics_24__subject_21,0.0
7675__[formula]_24__field_23,0.0
216__DTI_12__seek_9,0.0
2411__bad_9__takin_5,1.5
2264__militant_18__bastards_19,0.5
10729__health_17__bloody_16,1.5
267__motion_8__calling_9,0.5
1832__jokes_11__shared_9,1.0
7710__happens_5__field_4,0.0
54__suggest_7__setting_9,0.5
1133__centuries_21__commemorate_10,0.0
7956__-field_15__fist_7,0.0
423__restoration_10__business_11,0.0
5921__question_4__answered_2,0.0
7956__energy_14__shaken_4,0.0
7679__perpendicular_5__force_3,0.0
7749__grey_46__pale_45,1.0
373__sitting_13__cave_19,0.0
269__executive_8__rejection_10,0.0
33__Electors_1__prepared_4,0.0
7968__speak_14__wavelength_18,0.0
7751__round_14__simmering_10,0.5
6037__feeling_7__slight_6,1.0
207__government_4__considers_21,0.0
8002__favour_30__surface_27,0.0
6003__butt_57__predecessor_60,0.0
3423__sustain_48__allow_45,0.0
6034__whence_26__lost_18,0.0
218__policy_2__sought_5,1.0
7940__month_36__buried_25,0.0
3413__terrestrial_20__habits_21,1.0
7670__concept_6__called_23,0.0
56__precedent_38__based_34,0.0
7614__field_24__strength_25,1.0
349__strength_2__highlighted_7,1.5
217__seek_4__approach_2,1.5
2196__globe-trotting_9__lark_10,2.5
2370__plan_5__win_9,1.0
2810__producing_6__involve_5,0.5
2269__drinks_17__round_15,0.5
1818__hours_4__regular_3,1.0
7751__down-_22__spreading_20,0.0
3259__teeth_10__habits_21,0.0
6003__euphoria_86__peak_89,0.0
7676__system_60__specified_61,1.0
6118__harm_18__coming_15,1.0
7944__papers_3__referred_4,1.0
40__A-_12__levels_13,0.5
7943__transplantation_23__bear_21,0.5
6003__drink_63__reached_95,0.0
7632__integration_3__yield_5,0.5
426__mid-Sixties_18__fell_11,0.0
7707__predict_21__behaviour_24,2.0
7900__sometimes_8__hard_20,0.0
7669__charges_10__negative_9,1.0
1140__windows_32__flooding_33,2.5
67__joke_56__exploited_53,0.0
7660__crossing_34__flux_33,0.5
7899__Chapel_15__golden_18,0.0
1121__acres_6__lies_3,0.0
268__abolishing_26__commit_21,0.0
6124__house_21__gone_15,0.0
6131__thorn_15__drove_16,1.0
15045__bugger_8__little_7,1.0
6126__stepping_24__set_27,1.0
3267__efficient_26__flyers_23,0.0
263__Government_7__remove_5,0.0
7669__charges_10__positive_7,0.0
1421__police_8__bluffing_9,0.0
2396__sourly_18__added_17,2.0
213__individual_12__considers_6,0.0
415__makes_24__central_16,0.0
1423__blue_27__serge_28,0.0
2425__coat_9__collect_5,1.0
7933__branch_4__dark_15,0.0
7892__androgynous_23__read_19,0.0
2356__world_12__picture_13,1.5
278__handles_31__ripe_28,2.0
7694__particles_9__densities_12,0.0
3239__build_25__creature_29,1.0
7709__forces_15__larger_17,0.5
3312__Fossil_2__belonging_6,0.0
7638__magnetic_33__field_34,0.5
3242__habits_10__changed_8,0.5
262__change_11__system_15,0.0
7904__innocents_9__slaughter_6,0.0
12619__crafty_2__cow_3,3.0
7721__velocities_11__carriers_7,0.0
7925__movements_19__stood_3,0.0
3404__legs_6__structure_3,0.5
3249__past_25__activities_26,0.0
10677__people_7__lot_5,0.5
282__Brothers_16__set_14,1.0
57__rights_10__enjoyed_8,1.0
7709__happens_4__larger_17,0.0
1423__jackboot_24__serge_28,0.0
7956__fist_7__-field_15,0.0
7707__particles_27__behaviour_24,1.0
3312__alga_4__belonging_6,2.0
7743__dismay_3__Risking_1,1.5
2180__visibly_5__shocked_6,1.0
5998__arrangements_17__set_13,1.0
49__practicalities_19__system_24,0.5
48__centre_19__ground_20,1.0
365__treated_2__getting_9,0.0
1121__running_28__courses_30,1.0
10622__hell_3__bloody_2,2.0
333__decidedly_16__reassuring_17,0.5
39__figures_11__add_2,0.0
3276__correct_29__answer_26,0.5
55__move_6__welcomed_9,1.0
390__publicity_35__material_36,0.5
7678__edge_13__travelling_10,0.0
256__election_20__inferior_25,0.0
7635__density_8__current_7,0.5
3256__compare_5__attempts_3,0.0
6046__shock_11__spirit_6,0.0
37__staying-_4__stands_7,0.0
7836__hair_4__pale_2,1.0
7676__current_42__[formula]_47,0.0
7606__role_14__charged_21,0.0
1436__cut_34__conscience_39,1.5
221__policy_8__mention_4,1.0
3414__habits_8__aspects_3,0.5
7702__effect_12__force_15,0.0
7871__glittering_16__silver_17,1.0
1825__neutrons_20__provoke_24,0.0
3425__protective_15__armour_16,0.5
268__urging_4__supported_12,0.0
7764__drama_14__accessible_13,1.5
5914__looking_30__reaching_34,0.0
416__government_3__support_4,0.5
214__machine_21__rebuilding_18,0.0
6100__looked_2__account_7,1.0
3270__consistent_30__design_11,0.0
7710__weaker_33__makes_29,0.5
3345__sphenophylloides_6__horsetail_3,0.0
328__books_2__appeal_4,0.5
2264__business_15__expand_13,1.0
7669__distributed_17__charge_18,1.0
7688__magnetic_17__forces_18,1.0
3251__setting_9__diagnoses_21,1.0
7735__deriving_12__law_15,0.5
264__reinforce_5__conviction_7,1.5
57__law_12__enjoyed_8,0.0
388__tool_28__overcome_30,0.5
1153__light_13__casting_10,1.0
250__majority_50__throats_47,0.0
3265__manufactures_6__designs_8,0.0
224__remit_2__wide_8,1.0
434__handicap_21__overcome_18,0.0
7673__beam_11__consider_7,0.0
1430__permanently_5__surface_9,0.0
334__usually_4__set_5,0.0
1812__pack_8__bags_10,0.5
7762__furiously_25__feathered_26,3.0
7688__electric_27__forces_18,0.0
3246__cover_19__furnished_16,0.5
3262__piece_18__engineering_20,1.0
7619__choosing_20__called_19,0.0
7817__skin_11__flowing_10,3.0
3415__controversy_8__arisen_10,1.0
7621__arbitrary_7__value_8,0.0
311__sounds_11__salubrious_21,0.0
12625__dinner_2__ready_4,0.5
7685__term_4__technical_3,1.0
7706__possess_12__beam_5,0.5
7682__relationship_8__[formula_9,0.5
2178__toll_14__taking_12,1.0
3289__begin_26__suspect_28,0.0
7731__current_42__flow_43,0.5
2810__growth_21__assist_19,1.0
2441__plants_5__regime_9,0.0
6055__fear_4__shown_14,0.5
6006__clarity_22__cold_21,2.5
7762__impasto_19__lines_27,0.0
7753__blood_11__splashes_9,0.0
10368__er_27__rise_30,0.0
7833__style_46__unrelated_49,0.5
10394__affected_6__stroke_4,0.0
6046__told_16__shock_11,0.0
208__alter_11__status_13,0.5
3262__analyse_6__tries_4,0.5
2808__smell_2__released_3,0.5
57__workers_7__reduce_14,0.0
1441__punishment_18__coming_20,1.0
269__rejection_10__reduced_22,0.0
10637__lady_6__look_2,0.0
218__dominance_11__challenge_7,1.0
7871__silver_17__glittering_16,0.5
1820__morning_12__call_7,0.0
5939__time_7__bowing_16,0.0
6003__destruction_40__reached_95,0.0
2238__yacht_8__included_9,0.0
5954__float_12__raft_15,0.0
6007__look_16__forward_17,0.5
7958__caps_12__winged_10,1.5
338__children_26__world_29,0.0
32__ignored_53__appears_47,1.0
7657__variable_8__potential_3,0.0
7661__formulae_9__serve_12,0.5
281__PLAYING_1__plethora_10,0.0
45__education_43__narrow_42,3.0
2329__over-_9__approach_11,0.0
7690__usually_19__cancels_20,0.0
7937__aiming_22__straight_23,0.0
7637__moment_8__stop_4,0.0
6021__stand_5__rally_2,0.5
39__statistics_8__add_2,1.0
2429__looking_7__forward_8,1.0
5913__lifetime_22__confined_17,0.5
12473__erm_19__add_21,0.0
249__decrepit_10__smash_8,0.5
7663__divided_5__roughly_4,1.0
5920__depth_14__inch_12,1.0
10654__pressure_11__lots_4,0.0
5920__snippet_2__measured_9,0.0
3288__lateral_7__field_8,0.0
7749__merely_70__accurate_71,0.0
7939__names_10__parallels_30,0.0
7757__approach_8__warmth_4,0.0
381__technology_3__revolution_4,1.0
2438__investment_5__plant_4,1.0
7682__formula_22__following_21,0.5
420__pump_14__priming_15,0.0
6044__fold_11__wolf_8,3.0
2416__components_11__spent_3,0.0
6134__brick_7__bathed_4,0.5
353__coat-hanger_53__started_50,0.0
10577__instead_15__taking_17,0.0
5914__decision_36__reaching_34,1.0
39__improve_14__add_2,0.0
2390__direct_6__link_7,0.0
7647__equations_31__directly_28,0.0
270__ROCK_2__rollers_9,0.0
7642__integrating_31__obtained_29,0.0
7956__energy_14__-field_15,0.5
7712__ions_8__positive_7,0.5
0__approach_6__reveals_4,1.0
39__position_17__add_2,0.0
3__facilities_10__target_7,0.5
7939__generation_24__reappeared_22,0.0
5887__considering_15__privately_14,0.5
350__combined_12__nature_3,0.5
7656__banned_59__effect_62,0.0
314__rock_16__heavy_15,1.0
6020__shock_15__enormous_17,0.5
2407__motion_8__set_6,1.0
10767__living_5__cabbage_8,3.0
7766__idea_31__undone_28,0.5
268__conference_6__oppose_8,0.5
2355__operations_9__planning_8,1.0
7920__identity_18__sense_16,1.0
3052__own_15__set_11,0.0
1116__air_18__preserve_15,1.0
7651__method_8__simplest_7,0.0
415__seek_28__sector_33,0.0
2263__voice_13__rising_14,1.5
2383__divisional_17__prepared_12,0.0
6133__summer_4__dull_2,0.5
2370__plan_5__corporate_4,0.5
7647__vector_15__potential_16,1.0
